NPSN,Nama Sekolah,Telpon,Email,Akreditasi,Total Peserta Didik,Total Pendidik,Naungan,Kabupaten,Kecamatan,Alamat
10201139,SMP SWASTA SINI SUKA SEI BINGAI,081262565053,smpswastasinisuka19@gmail.com,C,28,11,YAYASAN PENDIDIKAN SINI SUKA,KAB. LANGKAT,KEC. SEI BINGAI,JLN. BINJAI NAMU TERASI
70049235,SMP SWASTA ISLAM TERPADU RIYADHUL  HABIBI,,smpitriyadhulhabibi@gmail.com,B,142,13,YAYASAN RAUDHATUSH SHOLIHIN HABIBI,KAB. SERDANG BEDAGAI,KEC. PERBAUNGAN,JLN. KEBUN MELATI LINGK I KEL. TUALANG
70061074,SMP BINTANG SOLAGRATIA TOBASA KECAMATAN SILAEN,,,,,0,,KAB. TOBA,KEC. SILAEN,JL. PARLUASAN
10211810,SMP ADVENT 2,,advent.perguruan@yahoo.co.id,B,21,5,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KOTA PEMATANGSIANTAR,KEC. SIANTAR SELATAN,JLN. NIAS UJUNG NO. 67
10201083,SMP SWASTA AMPERA B. SERANGAN,085270372345,smps.ampera@gmail.com,B,223,16,YAYASAN PENDIDIKAN AMPERA,KAB. LANGKAT,KEC. BATANG SERANGAN,EMPLSEMEN KEBUN BATANG SERANGAN
10211045,SMP SWASTA WAGE RUDOLF SUPRATMAN 1,0617345093,wr_supratman1@yahoo.com,A,166,17,YAYASAN PERGURUAN WAGE RUDOLF SUPRATMAN,KOTA MEDAN,KEC. MEDAN KOTA,JL ASIA NO 143 MEDAN
10212510,SMP S HKBP,081370216994,hkbppadangsidimpuan@gmail.com,B,36,6,YAYASAN PERGURUAN HKBP,KOTA PADANG SIDEMPUAN,KEC. PADANG SIDIMPUAN SELATAN,JL. GEREJA NO.1A
70050563,SMP SWASTA IT REFAH,,smpitrefah@gmail.com,,59,5,YAYASAN PENDIDIKAN DAN DAKWAH ISLAM REFAH,KAB. LABUHANBATU SELATAN,KEC. KOTA PINANG,JL. BANGUN JADI DUSUN BESILAM BARU DESA SOSOPAN KEC. KOTAPINANG
69955541,SMP IT BUNAYYA,085275891644,smpitbunayyapsp@gmail.com,B,270,18,YAYASAN PENDIDIKAN BINA UL UMMAH PADANGSIDIMPUAN,KOTA PADANG SIDEMPUAN,KEC. PADANG SIDIMPUAN UTARA,"JL. OMPU TOGA LANGIT, KEL.LOSUNG BATU"
10202566,SMP SWASTA HKBP SIMANTIN PANEI,081396953617,smpswthkbp@gmail.com,B,138,12,DEWAN SEKOLAH HURIA,KAB. SIMALUNGUN,KEC. PANEI,SIMANTIN PANEI DAME
10211041,SMP YOS SUDARSO,0616624751,ypyos.sudarso@gmail.com,A,162,14,PENDIDIKAN BUDIMAN KUNIMAH,KOTA MEDAN,KEC. MEDAN BARAT,JL. K.L. YOS SUDARSO NO. 50
10200355,SMP SWASTA TAMAN SISWA,082267342956,smptamansiswadiskisunggal@gmail.com,B,165,17,PERSATUAN PERGURUAN TAMANSISWA CABANG DISKI,KAB. DELI SERDANG,KEC. SUNGGAL,"JL.BINJAI KM. 15 SEI SEMAYANG-DISKI, KEC. SUNGGAL, KAB. DELI SERDANG"
10210034,SMP SWASTA HANG KESTURI,0617369484,smpshangkesturi@yahoo.com,A,35,10,YAYASAN PERGURUAN HANG KESTURI,KOTA MEDAN,KEC. MEDAN KOTA,JL. SUTOMO NO. 144 - A
70042363,SMP ISLAM ULUWWUL HIMMAH,,smpislamuluwwulhimmahofficial@gmail.com,A,95,14,YAYASAN ULUWWUL HIMMAH MEDAN,KAB. DELI SERDANG,KEC. PATUMBAK,JL. STASIUN GG. CEMARA
70042262,SMP IT AL IHSAN,,,B,72,11,YAYASAN PENDIDIKAN AL IHSAN,KAB. LANGKAT,KEC. WAMPU,JL.ABADI
10202525,SMP SWASTA ORASI INDO SINASIH,,smporsin@gmail.com,B,110,10,ORASI INDO,KAB. SIMALUNGUN,KEC. SILAU KAHEAN,JLN. LINGGADEI
10212752,SMP SWASTA BNKP MARANATA,,smps_bnkpmaranata@yahoo.com,B,131,22,YAYASAN PERGURUAN BNKP DISTRIK FOFOLA,KAB. NIAS UTARA,KEC. SAWO,JALAN DESA ONOZITOLI SAWO
10258370,SMP SWASTA BUNGA MAWAR,063922369,smp.bungamawar@gmail.com,A,538,28,YAYASAN BUDI BAKTI KEUSKUPAN SIBOLGA,KOTA GUNUNGSITOLI,KEC. GUNUNGSITOLI,JL. NILAM NO.3 GUNUNGSITOLI
10201038,SMP SWASTA GOTONG ROYONG MARYKE,,smpsgotongroyongmaryke@gmail.com,C,33,10,YAYASAN PERGURUAN GOTONG ROYONG MARYKE,KAB. LANGKAT,KEC. KUTAMBARU,DESA KUTAMBARU MARYKE
10205166,SMP S MUHAMMADIYAH 35 SIGAMBAL,,smps.mhd35@gmail.com,B,120,9,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. LABUHAN BATU,KAB. LABUHANBATU,KEC. RANTAU SELATAN,JL. H.M SAID NO. 316
69754601,SMP SWASTA SATRYA MANDIRI,082165843296,smpsatryamandiri@gmail.com,B,68,10,YAYASAN BONA SIMALUNGUN MANDIRI,KAB. SIMALUNGUN,KEC. BANDAR HULUAN,JLN. BANDAR TONGAH
10213850,SMP SWASTA KARYA BERSAMA,081370306492,juarditarigan@gmail.com,B,69,12,KARYA BERSAMA SUKAMAKMUR,KAB. DELI SERDANG,KEC. SIBOLANGIT,JL.LETJEN JAMIN GINTING KM.45
10202578,SMP SWASTA GKPS 7 RAYA BAYU,082164426798,smpswastagkps7rayabayu@gmail.com,C,20,6,YAYASAN PENDIDIKAN GKPS,KAB. SIMALUNGUN,KEC. RAYA,JALAN BESAR NO 1 DESA RAYA BAYU
69812069,SMP SWASTA KITA MEMBANGUN YADIKA,082354142130,smpswastakitamembangun@gmail.com,B,162,11,YAYASAN ABDI KARYA,KAB. LABUHANBATU UTARA,KEC. AEK KUO,PERK. TAHUAN GANDA
10213824,SMP AL-WASHLIYAH 11,,smpawpercut11@gmail.com,B,73,13,AL-JAMIATUL WASHLIYAH,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. BESAR SIMPANG TIGA NO. 330 DESA PERCUT KEC. PERCUT SEI TUAN
70050437,SMP SWASTA PERSIAPAN NEGERI 5 SOMAMBAWA,,,,47,12,YAYASAN KASIH SOLOMASI SEJAHTERA,KAB. NIAS SELATAN,KEC. SOMAMBAWA,JL. LINTAS GUNUNGSITOLI - TELUK DALAM KM. 68 SIHAREO
70014476,SMP INSANI SORKAM,,,C,58,15,YAYASAN INSAN BIJAK ISLAM,KAB. TAPANULI TENGAH,KEC. SORKAM,JL. MESJID TAQWA LINGK. I KELURAHAN SORKAM KEC. SORKAM KABUPATEN TAPANULI TENGAH
10202020,SMP SWASTA ADVENT BARUS JULU,081361567010,sembiringstepanus05@gmail.com,B,87,8,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KAB. KARO,KEC. BARUSJAHE,BARUS JULU
10259232,SMP SWASTA DHARMA PUTRA,0614155423,opsionaldharput67@gmail.com,C,15,6,,KOTA MEDAN,KEC. MEDAN BARU,JL. DARAT NO. 67
10211356,SMP SWASTA PALAPA,081265864414,smpswastapalapabinjai@yahoo.com,B,85,10,PERGURUAN PALAPA BINJAI,KOTA BINJAI,KEC. BINJAI SELATAN,JL. SEI MUSI NO. 19 BINJAI
10204035,SMP SWASTA DAERAH BUNTU PANE,085261241159,,C,3,8,SMP SWASTA DAERAH BUNTU PANE,KAB. ASAHAN,KEC. BUNTU PANE,JALAN BESAR SEI SILAU TIMUR
10205153,SMP SWASTA BUDI UTOMO CIKAMPAK,0624491216,smpbudiutomo87@yahoo.com,B,101,10,YAYASAN PERGURUAN BUDI UTOMO,KAB. LABUHANBATU SELATAN,KEC. TORGAMBA,JL. BUDI UTOMO CIKAMPAK
10257698,SMP S PURNAYUDHA SEI RAKYAT,085260092706,smp_purnayudha@yahoo.co.id,C,56,10,PURNAYUDHA,KAB. LABUHANBATU,KEC. PANAI TENGAH,SEI RAKYAT
10212120,SMP SWASTA TRI RATNA SIBOLGA,063121003,smptri_ratna@yahoo.co.id,A,213,11,YAYASAN VIHARA BUDDHA SIBOLGA,KOTA SIBOLGA,KEC. SIBOLGA KOTA,JL. S. PARMAN NO.58 SIBOLGA
10212441,SMP SWASTA TRITUNGGAL,,smpswasta_tritunggal@yahoo.co.id,A,180,12,YAYASAN PENDIDIKAN KATOLIK SANTO YOSEPH MEDAN,KOTA TANJUNG BALAI,KEC. TANJUNG BALAI SELATAN,JL. GEREJA NO 12
69814795,SMP KRISTEN JOHANNES PRODROMOS,082362621101,smpjohannespodromos@gmail.com,C,91,10,YAYASAN SAHABAT IMAN ORTHODOX,KAB. DAIRI,KEC. SUMBUL,JL. PLTA DESA PERJUANGAN SUMBUL
69981939,SMP SWASTA MEDAN MULIA / MIAN ZHONG,,,A,494,17,YAYASAN PENDIDIKAN MEDAN MULIA/MIAN ZHONG,KOTA MEDAN,KEC. MEDAN SUNGGAL,JL. BANGAU NO 1 / JL. GAGAK HITAM RING ROAD
69956698,SMP SWASTA HOLY KIDS BERSINAR,,holykidssmp@gmail.com,C,73,6,YAYASAN SEMPAKATA BERSINAR,KAB. DELI SERDANG,KEC. SINEMBAH TNJNG MUDA HULU,JL. PASAR BARU
10257662,SMP SWASTA ST. ANTONIUS MEDAN,081377491584,smpstantoniusmedan@yahoo.co.id,B,321,21,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KOTA MEDAN,KEC. MEDAN AMPLAS,JLN SM RAJA KM.11 NO.68 MEDAN
10205201,SMP ADVENT BULU TOLANG,081360477064,smpadvent_buluhtolang@yahoo.com,B,42,3,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KAB. LABUHANBATU,KEC. PANAI TENGAH,BULU TOLANG
10220781,SMP SWASTA NASRANI 1 MEDAN,061453624,smpnasarni1@yahoo.com,B,55,8,PERKUMPULAN PERGURUAN NASRANI MEDAN,KOTA MEDAN,KEC. MEDAN BARU,JL. MOJOPAHIT NO. 16 MEDAN
10209332,SMP SWASTA YAPENDAK PTPN IV,,smpswyapendak@gmail.com,A,112,15,YAYASAN PENDIDIKAN PERKEBUNAN NUSANTARA IV,KAB. SERDANG BEDAGAI,KEC. TEBING TINGGI,PTPN IV KEBUN PABATU
10210244,SMP SWASTA AL FATTAH,0616612747,smpswastaalfattah@rocketmail.com,A,41,10,YAYASAN PERGURUAN AL-FATTAH MEDAN,KOTA MEDAN,KEC. MEDAN TIMUR,JL. CEMARA NO.172 PULO BRAYAN DARAT
10201950,SMP SWASTA SANTO XAVERIUS 2 KABANJAHE,062821877,smpsantoxav2kabanjahe@yahoo.co.id,A,461,27,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KAB. KARO,KEC. KABANJAHE,JL. IRIAN KABANJAHE
10213831,SMP SWASTA BINA SISWA,081376832378,yantinani326@gmail.com,B,137,10,YAYASAN PERGURUAN SWASTA BINA SISWA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL PERHUBUNGAN NO 42
70052840,SMP SWASTA PERGURUAN RA KARTINI,,,C,77,14,YAYASAN RADEN ADJENG KARTINI PERCUT SEI TUAN,KAB. DELI SERDANG,KEC. TANJUNG MORAWA,JL. PAYANIBUNG DUSUN IX
10205261,SMP RK BINTANG TIMUR RANTAUPRAPAT,,smpbintangtimurrantauprapat@yahoo.co.id,A,418,25,YAYASAN PERGURUAN KATOLIK SANTO LAURENSIUS,KAB. LABUHANBATU,KEC. RANTAU UTARA,JL. CUT MEUTIA UJUNG NO. 48 RANTAUPRAPAT
10202746,SMP AL WASHLIYAH-39,,smpaw39@yahoo.com,B,104,7,AL JAMIYATUL WASHLIYAH,KAB. SIMALUNGUN,KEC. DOLOK BATU NANGGAR,BAHUNG KAHEAN
10210064,SMP SWASTA DARMA SAKTI,80039028,dharmasakti6@gmail.com,C,11,10,,KOTA MEDAN,KEC. MEDAN DENAI,JL. M. NAWI HARAHAP/SEKSAMA NO. 130
10257768,SMP SWASTA CIPTA KARYA BESILAM,,ciptakaryasmp@gmail.com,B,93,11,YAYASAN CIPTA KARYA,KAB. LANGKAT,KEC. WAMPU,JLN. BATANG SERANGAN
10206520,SMP SWASTA ARION,,smpswastaarion1@gmail.com,B,135,8,YAYASAN MANGARADJA HUTAGALUNG,KAB. TAPANULI TENGAH,KEC. SITAHUIS,JL.SIBOLGA-TARUTUNG KM. 24.5
60726808,SMP SWASTA MUHAMMADIYAH PANAI HULU 59,085270316655,smpsmd59@gmail.com,C,60,7,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. LABUHAN BATU,KAB. LABUHANBATU,KEC. PANAI HULU,CINTA MAKMUR
70015383,SMPIT ALQURAN BAITUL IZZAH,082167731161,smpitbaitulizzah62@gmail.com,B,72,13,YAYASAN BAITUL IZZAH BINJAI,KOTA BINJAI,KEC. BINJAI KOTA,JL. GUGUS DEPAN LK. II
69883493,SMP SWASTA DR. CIPTO MANGUN KUSUMO MANDIRI,,smpciptomkmandiri@gmail.com,B,120,14,PERGURUAN DR.CIPTO MANGUN KUSUMO MANDIRI,KAB. BATU BARA,KEC. LIMA PULUH,DSN. VII
69727259,SMP SWASTA ISLAM NUR IHSAN,0617341704,pesantren.nur.ihsan@gmail.com,A,256,16,YAYASAN PINTA HARAPAN,KOTA MEDAN,KEC. MEDAN TEMBUNG,JL.BERSAMA NO.83 A MEDAN
10201129,SMP SWASTA YAPEKSI,081263056859,yapeksi@gmail.com,A,376,22,YAYASAN PENDIDIKAN PANCASILA,KAB. LANGKAT,KEC. SAWIT SEBERANG,JL. MESJID SUBULUSSALAM
69926443,SMP IT ADZKIA BABALAN,,2014smpitadzkiababalan@gmail.com,B,187,20,YAYASAN DAKWAH DAN PENDIDIKAN ISLAM PERMATA BANGSA P. BRANDAN,KAB. LANGKAT,KEC. BABALAN,JALAN. CENDRAWASIH
10257530,SMP SWASTA KARYA BERSAMA,,smpkaryabersamahalimbe@yahoo.co.id,B,63,15,PERGURUAN KARYA BERSAMA,KAB. LABUHANBATU UTARA,KEC. AEK NATAS,DESA HALIMBE
10210085,SMP SWASTA NASRANI 2 MEDAN,082160132608,smpnasrani2mdn@gmail.com,B,103,15,PERKUMPULAN PERGURUAN NASRANI MEDAN,KOTA MEDAN,KEC. MEDAN PERJUANGAN,JL. SEHATI / PENDIDIKAN NO. 88 MEDAN
10205259,SMP S SEI KUBUNG,081262448481,smpswastaseikubung19@gmail.com,C,30,10,YAYASAN SEI KUBUNG,KAB. LABUHANBATU,KEC. PANAI HILIR,JL.BLOK VI SEI KUBUNG
10210227,SMP SWASTA  AL-HIKMAH,0616841769,smp_al_hikmah@yahoo.co.id,A,817,40,YAYASAN PERGURUAN AL-HIKMAH,KOTA MEDAN,KEC. MEDAN MARELAN,JL. MARELAN PSR. IV MARELAN
10202531,SMP SWASTA PTPN IV BUKIT LIMA,081375734282,smswastaptpnivbukitlima@gmail.com,B,129,11,YAYASAN PENDIDIKAN PERKEBUNAN NUSANTARA IV,KAB. SIMALUNGUN,KEC. BOSAR MALIGAS,EMPLASMEN  BUKIT LIMA
10211784,SMP SWASTA ERLANGGA,062222926,smperlangga64@gmail.com,C,37,11,YAYASAN ERLANGGA,KOTA PEMATANGSIANTAR,KEC. SIANTAR TIMUR,JLN. MERDEKA NO. 280-286
10212541,SMP SWASTA YPT PANGKALAN BRANDAN,085270047170,smpswastayptberandan@gmail.com,B,66,4,,KAB. LANGKAT,KEC. BABALAN,JL. SYAHYAN ZAINUDDIN NO. 9A
10211029,SMP SWASTA RAKSANA,0614524356,smpraksanamedan@gmail.com,A,108,11,YAYASAN PENDIDIKAN RAKSANA,KOTA MEDAN,KEC. MEDAN PETISAH,JL. GAJAH MADA MEDAN
10211364,SMP SWASTA TUNAS PELITA,0618830348,smptunaspelita@gmail.com,B,30,8,YAYASAN PENDIDIKAN TUNAS PELITA,KOTA BINJAI,KEC. BINJAI UTARA,JALAN PERINTIS KEMERDEKAAN NO166 BINJAI
70061200,SMP SWASTA IT DARUSSALAM,,,,30,4,YAYASAN PERGURUAN DARUSSALAM ARDAGUSEMA,KAB. DELI SERDANG,KEC. DELI TUA,JL. PENDIDIKAN ARDAGUSEMA
10261044,SMP SWASTA MULIA SECURAI,085275649591,mulialangkat@ymail.com,A,98,11,YAYASAN PENDIDIKAN MULIA SECURAI,KAB. LANGKAT,KEC. BABALAN,JL. MEDAN - PANGKALAN BRANDAN KM. 77 SECURAI UTARA
10210067,SMP SWASTA ERIA,0617866341,smperia@yahoo.com,A,73,12,YAYASAN PENDIDIKAN ANI IDRUS PERGURUAN ERIA,KOTA MEDAN,KEC. MEDAN KOTA,JLN. SISINGAMANGARAJA NO.195 MEDAN
10204138,SMP SWASTA UMUM SENTOSA,082210511525,smpswastaumumsentosa@gmail.com,B,260,19,YAYASAN PERGURUAN UMUM SENTOSA 1986,KAB. ASAHAN,KEC. BANDAR PASIR MANDOGE,JLN. BENJAMIN HUTA PADANG
10210252,SMP ADVENT 1,,advent1medan@gmail.com,B,47,6,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KOTA MEDAN,KEC. MEDAN TIMUR,JL. VETERAN NO. 34
10260027,SMP S AGRO NUSA,081361771791,timbul.saragih@yahoo.co.id,C,51,8,YP.SP.BUN,KAB. LABUHANBATU SELATAN,KEC. TORGAMBA,JL EMPLASMEN PTPN-3 KEBUN BUKIT TUJUH
10213939,SMP RIZKI ANANDA,,smprizki12345@gmail.com,B,147,7,YAYASAN PENDIDIKAN ELVA SYOFYAN,KAB. DELI SERDANG,KEC. PATUMBAK,JL. MEKATANI MARINDAL
70052682,SMP IT MAGHFIRAH,,,,13,7,TAMAWI PADANG TUALANG,KAB. LANGKAT,KEC. PADANG TUALANG,DUSUN PROYEK RAYA  DESA BULUH TELANG
70005253,SMP SWASTA ISLAM TERPADU PERMATA HATI BANGSA,,permatahatibangsasmpit@gmail.com,A,208,4,YAYASAN PEDIDIKAN ISLAM TERPADU PERMATA HATI BANGSA,KOTA TEBING TINGGI,KEC. RAMBUTAN,JL. GUNUNG MARTIMBANG
69980021,SMP SWASTA SANTO NICHOLAS,082360013389,st.nicholas.medan.dkns@gmail.com,B,65,11,YAYASAN PENDIDIKAN CINTA KASIH STELLA,KOTA MEDAN,KEC. MEDAN BARU,JL. MOJOPAHIT NO. 117
10201032,SMP SWASTA MAJU BESITANG,08126396191,ypmajubesitang@gmail.com,B,54,9,PERGURUAN MAJU BESITANG,KAB. LANGKAT,KEC. BESITANG,JLN. MEDAN - BANDA ACEH KM 105
70011741,SMP SWASTA IT AL QODIRIYAH,082366298726,,B,20,9,YAYASAN PENDIDKAN QODIRIYAH TELUK  PANJI,KAB. LABUHANBATU SELATAN,KEC. KAMPUNG RAKYAT,JL. CENDANA
10209298,SMP SWASTA DHARMA UTAMA,085261658216,smp_dharmautama@yahoo.co.id,B,146,13,YAYASAN PENDIDIKAN DHARMA UTAMA,KAB. SERDANG BEDAGAI,KEC. PEGAJAHAN,JL.SUKAMAJU NO.1 SUKASARI
10239039,SMP SWASTA MUHAMMADIYAH 10,085262074317,smpsmuh10@gmail.com,B,133,14,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. LANGKAT,KAB. LANGKAT,KEC. SECANGGANG,JL. KH. AHMAD DAHLAN TANJUNG TIGA
70029060,SMP SWASTA IP DAARUL ARQAM,082310820114,,B,143,12,YAYASAN PENDIDIKAN DAARUL ARQAM,KOTA MEDAN,KEC. MEDAN DELI,JL PLATINA 7E KAMPUNG DALAM
69919751,SMP SWASTA BAKTI,081361654740,baktismp@yahoo.com,B,40,11,BAKTI,KAB. DELI SERDANG,KEC. PANCUR BATU,JL. TUKANG BESI NO. 80 PANCUR BATU
10213967,SMP SWASTA KARYA SEDAR,081370279656,smp.karyasedar.bb@gmail.com,B,45,8,YAYASAN PERGURUAN KARYA SEDAR,KAB. DELI SERDANG,KEC. SIBIRU-BIRU,"JL. DELITUA PENEN KM. 25,5 BIRUBIRU"
69726017,SMP SWASTA KEJAYAAN INDONESIA,0618825705,smpkejayaan1@gmail.com,A,118,7,YAYASAN AGAPE KEJAYAAN INDONESIA,KOTA BINJAI,KEC. BINJAI BARAT,JL. MAYJEND SUTOYO
10210080,SMP NURANI BELAWAN,,smpnuranibelawan@yahoo.com,B,111,9,PERGURUAN NURANI,KOTA MEDAN,KEC. MEDAN KOTA BELAWAN,JL. KAKAP NO. 2
69981849,SMP ISLAM TERPADU AZIZIYAH BINJAI,06142365138,aziziyah_binjai18@yahoo.com,B,258,18,YAYASAN AZIZIYAH BINJAI,KOTA BINJAI,KEC. BINJAI BARAT,JL LETNAN UMAR BAKI
70025903,SMP SWASTA IT PERMATA CENDEKIA,081396122022,smpitpercenarrisalah@gmail.com,A,70,12,YPSDI AR RISALAH,KAB. SIMALUNGUN,KEC. GUNUNG MALELA,JL. AEK NAULI
10209260,SMP SWASTA MUSDA,0617990658,smpsmusda71@gmail.com,B,169,14,MUSDA PERBAUNGAN,KAB. SERDANG BEDAGAI,KEC. PERBAUNGAN,PERBAUNGAN
10220889,SMP SWASTA AL - ULUM,0617364083,smp_alulum@yahoo.com,A,589,46,YAYASAN PEMBANGUNAN DAN PENDIDIKAN JIHADUL ILMI,KOTA MEDAN,KEC. MEDAN AREA,JLN.AMALIUN GG.JOHAR NO.21-23
70039207,SMP IT AL MUJAHIDIN HAFIDZ QURAN,,,C,76,11,YAYASAN PENDIDIKAN ISLAM NUR HASANAH,KAB. LANGKAT,KEC. BINJAI,JL.MELATI DUSUN SIDOMULYO
10211360,SMP SWASTA METHODIST,8821418,info@methodistbinjai.sch.id,A,640,46,YAYASAN METHODIST INDONESIA BINJAI,KOTA BINJAI,KEC. BINJAI KOTA,BINJAI KOTA
10201030,SMP METHODIST KUALA,0618930106,smpmethodistkuala@gmail.com,B,106,10,YPGMI WIL. I PKMI KUALA,KAB. LANGKAT,KEC. KUALA,JL.GEREJA NO.41 KUALA
10211752,SMP SWASTA SURYA,081397011431,smpswastasurya.pematangsiantar@gmail.com,B,23,6,YAYASAN PENDIDIKAN SURYA PEMATANGSIANTAR,KOTA PEMATANGSIANTAR,KEC. SIANTAR TIMUR,JLN. DALIL TANI NO. 55 P.SIANTAR
10212532,SMP SWASTA DHARMA PATRA P. BRANDAN,062021275,smpdharmapatrapberandan@gmail.com,A,222,16,YAYASAN PENDIDIKAN DHARMA PATRA P. BERANDAN,KAB. LANGKAT,KEC. SEI LEPAN,JL. BALIK PAPAN PURAKA II P. BERANDAN
10210215,SMP SWASTA BINA BERSAUDARA,7861588,smpsbinabersaudara@gmail.com,A,207,18,PENDIDIKAN BINA BERSAUDARA,KOTA MEDAN,KEC. MEDAN JOHOR,JL. BRIGJEND KATAMSO TITI KUNING 43 MEDAN
69969524,SMP SWASTA ANUGRAH TANJUNG MEDAN,085362525405,tanjungmedananugrah@gmail.com,B,201,13,ANUGRAH TANJUNG MEDAN,KAB. LABUHANBATU SELATAN,KEC. KAMPUNG RAKYAT,"JL. MERANTI, DESA TANJUNG MEDAN"
10211010,SMP SWASTA SANTO PETRUS MEDAN,082277052317,smpstpetrusmedan@yahoo.co.id,A,362,21,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KOTA MEDAN,KEC. MEDAN JOHOR,JL.LUKU.I.NO.1 MEDAN
10213943,SMP SWASTA RK SERDANG MURNI,0617951545,smp_rksmurni@yahoo.com,A,316,20,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KAB. DELI SERDANG,KEC. LUBUK PAKAM,JL. P. SIANTAR NO. 142 A LUBUK PAKAM
10212751,SMP SWASTA BNKP LUZAMANU,081260420604,smpsbnkpluz01@yahoo.com,A,210,18,YAYASAN BANUA NIHA KERISO PROTESTAN GUNUNGSITOLI,KAB. NIAS UTARA,KEC. LOTU,DESA HILIGEO AFIA
70054151,SMP IT ABU AL FATIH,,,,17,9,YAYASAN ABU ALFATIH DELI SERDANG,KAB. DELI SERDANG,KEC. GALANG,JL. SUKASARI DUSUN I
10209329,SMP SWASTA TELADAN BINTANG BAYU,082363041984,smpteladanbb@gmail.com,B,55,8,YAYASAN TELADAN BINTANG BAYU,KAB. SERDANG BEDAGAI,KEC. BINTANG BAYU,BINTANG BAYU
70057997,SMP ISLAM TERPADU AL-FURQON BATU BARA,,,,8,10,YAYASAN PENDIDIKAN AL-FURQON BATU BARA,KAB. BATU BARA,KEC. DATUK TANAH DATAR,JALAN LINTAS SUMATERA KM. 131 DUSUN II DESA PETATAL KEC. DATUK TANAH DATAR
10210140,SMP SWASTA MASEHI,0618364365,smp.masehimedan@yahoo.com,B,50,9,SMP SWASTA MASEHI,KOTA MEDAN,KEC. MEDAN SELAYANG,JL. KAPTEN NGUMBAN SURBAKTI
10211767,SMP SWASTA TAMANSISWA,,smptamsis.siantar18@gmail.com,A,213,21,PERSATUAN PERGURUAN TAMANSISWA CABANG PEMATANGSIANTAR,KOTA PEMATANGSIANTAR,KEC. SIANTAR BARAT,JL. KARTINI NO.18
10212529,SMP SWASTA PEMBANGUNAN NASIONAL,062051527,smppemnas_pangsus@yahoo.com,B,66,4,PEMBANGUNAN NASIONAL,KAB. LANGKAT,KEC. PANGKALAN SUSU,JL.KM 100 BUKIT RATA
70060219,SMP SWASTA METHODIST BANDAR KLIPPA,,,,46,6,YAYASAN DAUN PALEM INDONESIA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. LAPANGAN BESAR PASAR II
10259059,SMP SWASTA PEMBANGUNAN PANTAI CERMIN,082168093592,smps.pembangunan@yahoo.co.id,B,39,8,CHALID ANZARI,KAB. SERDANG BEDAGAI,KEC. PANTAI CERMIN,JALAN PANTAI CERMIN KIRI
70061381,SMP SWASTA AMAL-MAS 2 LAHUSA,,,,,0,,KAB. NIAS SELATAN,KEC. LAHUSA,DESA ANGORUDUA BALAEKHA
10259738,SMP SWASTA DARUSSALAM,0616853404,yaspendarlabuhan@gmail.com,B,428,23,YAYASAN PENDIDIKAN DARUSSALAM,KOTA MEDAN,KEC. MEDAN LABUHAN,JL. PANCING I NO. 19 KEL. BESAR
69954870,SMP SWASTA AL RAZI SINAR HARAPAN,085360448813,smp.alrazi@gmail.com,A,431,23,YAYASAN AL RAZI SINAR HARAPAN,KOTA MEDAN,KEC. MEDAN JOHOR,JL. MELINJO I NO. 19 KOMPLEK JOHOR PERMAI
70015863,SMP SWASTA WIJAYANTA TIGAPANAH,,,A,63,9,YAYASAN PENDIDIKAN WIJAYANTA,KAB. KARO,KEC. TIGAPANAH,"JLN. SEBERAYA NO 10, TIGAPANAH"
10210201,SMP SWASTA ALWASHLIYAH,0618447030,smpalwashliyahpinangbaris@gmail.com,B,32,10,PERKUMPULAN AL JAMI'ATUL WASHLIYAH,KOTA MEDAN,KEC. MEDAN SUNGGAL,JL. TB. SIMATUPANG NO. 67
69947321,SMP SWASTA AL AMJAD,06142085547,perguruanalamjad@gmail.com,A,490,32,YAYASAN HAJI HASBALLAH YUNUS,KOTA MEDAN,KEC. MEDAN SUNGGAL,JALAN MERPATI NO. 81
69756821,SMPS NUPELA,081264638393,smpswasta_nupela@yahoo.co.id,B,127,16,YAYASAN NURANI PELITA AGUNG,KAB. NIAS,KEC. GIDO,LOLOZASAI
